SetName,Cycle,Time_S,Temperature_°C,X_Displacement_um,Y_Displacement_um,X_Force_mN,Y_Force_mN,X_MeasuredStrain_%,Y_MeasuredStrain_%
Precon1,1-Hold,175.4,23.7,13187,0,632,-7,33.66124157,-8.131710883
Precon1,1-Hold,175.5,23.7,13187,0,631,-6,33.63846273,-8.065970657
Precon1,1-Hold,175.6,23.7,13187,0,630,-7,33.69790863,-8.018661912
Precon1,1-Hold,175.7,23.7,13187,0,630,-2,33.68585149,-7.974993701
Precon1,1-Hold,175.8,23.7,13187,0,632,-6,33.63749672,-8.050087178
Precon1,1-Hold,175.9,23.7,13187,0,635,-7,33.65176961,-8.073865186
Precon1,1-Hold,176,23.7,13187,0,631,-5,33.69023406,-8.052370266
Precon1,1-Hold,176.1,23.7,13187,0,630,-4,33.7014055,-8.095404381
Precon1,1-Hold,176.2,23.7,13187,0,632,-7,33.69842716,-8.108727668
Precon1,1-Hold,176.3,23.7,13187,0,633,-7,33.75701632,-8.063430491
Precon1,1-Hold,176.4,23.7,13187,0,632,-6,33.69805205,-8.009708347
Precon1,1-Hold,176.5,23.7,13187,0,632,-4,33.6686257,-8.056998503
Precon1,1-Hold,176.6,23.7,13187,0,632,-6,33.67847331,-8.059480234
Precon1,1-Hold,176.7,23.7,13187,0,630,-4,33.68029886,-8.092436912
Precon1,1-Hold,176.8,23.7,13187,0,630,-3,33.69483259,-8.04614722
Precon1,1-Hold,176.9,23.7,13187,0,633,-6,33.65117645,-8.060536321
Precon1,1-Hold,177,23.7,13187,0,632,-7,33.66640903,-8.089940606
Precon1,1-Hold,177.1,23.7,13187,0,631,-6,33.62152138,-8.018776686
Precon1,1-Hold,177.2,23.7,13187,0,630,-2,33.69543503,-8.09033156
Precon1,1-Hold,177.3,23.7,13187,0,633,-9,33.56549165,-8.077640835
Precon1,1-Hold,177.4,23.7,13187,0,631,-7,33.71574738,-8.127619575
Precon1,1-Hold,177.5,23.7,13187,0,632,-5,33.65572577,-8.065940182
Precon1,1-Hold,177.6,23.7,13187,0,630,-4,33.67846487,-8.072406908
Precon1,1-Hold,177.7,23.7,13187,0,631,-5,33.60288816,-8.090080668
Precon1,1-Hold,177.8,23.7,13187,0,631,-7,33.73990475,-8.099899612
Precon1,1-Hold,177.9,23.7,13187,0,631,-5,33.68557031,-8.074350488
Precon1,1-Hold,178,23.7,13187,0,631,-5,33.70514609,-8.052629247
Precon1,1-Hold,178.1,23.7,13187,0,631,-2,33.61996064,-8.126920241
Precon1,1-Hold,178.2,23.7,13187,0,629,-3,33.68488091,-8.094669305
Precon1,1-Hold,178.3,23.7,13187,0,632,-6,33.62109853,-8.068489827
Precon1,1-Hold,178.4,23.7,13187,0,630,-6,33.67248025,-8.063968552
Precon1,1-Hold,178.5,23.7,13187,0,633,-5,33.69170149,-8.091181642
Precon1,1-Hold,178.6,23.7,13187,0,629,-5,33.70728003,-8.04777706
Precon1,1-Hold,178.7,23.7,13187,0,632,-6,33.66613275,-8.039682016
Precon1,1-Hold,178.8,23.7,13187,0,632,-7,33.6737166,-8.04474408
Precon1,1-Hold,178.9,23.7,13187,0,631,-6,33.6604324,-8.08056026
Precon1,1-Hold,179,23.7,13187,0,631,-5,33.68767543,-8.114918675
Precon1,1-Hold,179.1,23.7,13187,0,632,-6,33.66097935,-8.07606597
Precon1,1-Hold,179.2,23.7,13187,0,630,-6,33.70097234,-8.091876173
Precon1,1-Hold,179.3,23.7,13187,0,632,-7,33.65025858,-8.094036963
Precon1,1-Hold,179.4,23.7,13187,0,629,-2,33.69624854,-8.027272552
Precon1,1-Hold,179.5,23.7,13187,0,628,-2,33.61808618,-8.083955878
Precon1,1-Hold,179.6,23.7,13187,0,630,-3,33.61401656,-8.062298911
Precon1,1-Hold,179.7,23.7,13187,0,628,-5,33.61799065,-8.106830171
Precon1,1-Hold,179.8,23.7,13187,0,628,-5,33.66258537,-8.024621446
Precon1,1-Hold,179.9,23.7,13187,0,629,-7,33.7528693,-8.096633468
Precon1,1-Hold,180,23.7,13187,0,630,-4,33.69206757,-8.050535038
Precon1,1-Hold,180.1,23.7,13187,0,630,-7,33.68026167,-8.039728056
Precon1,1-Hold,180.2,23.7,13187,0,632,-8,33.76718041,-8.085814123
Precon1,1-Hold,180.3,23.7,13187,0,632,-7,33.72604785,-8.078948833
Precon1,1-Hold,180.4,23.7,13187,0,631,-6,33.63432759,-8.043844203
Precon1,1-Hold,180.5,23.7,13187,0,631,-5,33.6522374,-8.072616502
Precon1,1-Hold,180.6,23.7,13187,0,630,-6,33.66843374,-8.096282757
Precon1,1-Hold,180.7,23.7,13187,0,627,-2,33.61017661,-8.071798544
Precon1,1-Hold,180.8,23.7,13187,0,629,-3,33.61472842,-8.044127622
Precon1,1-Hold,180.9,23.7,13187,0,630,-5,33.69420418,-8.07566424
Precon1,1-Hold,181,23.7,13187,0,630,-9,33.56628884,-8.113403852
Precon1,1-Hold,181.1,23.7,13187,0,631,-6,33.68971801,-8.026463042
Precon1,1-Hold,181.2,23.7,13187,0,628,-3,33.70943209,-8.051235168
Precon1,1-Hold,181.3,23.7,13187,0,631,-8,33.66265057,-8.092448285
Precon1,1-Hold,181.4,23.7,13187,0,631,-6,33.66606462,-8.076471085
Precon1,1-Hold,181.5,23.7,13187,0,629,-4,33.6773673,-8.0156301
Precon1,1-Hold,181.6,23.7,13187,0,632,-6,33.59963098,-8.082099647
Precon1,1-Hold,181.7,23.7,13187,0,629,-6,33.67791145,-8.064203469
Precon1,1-Hold,181.8,23.7,13187,0,629,-8,33.66276713,-8.071205548
Precon1,1-Hold,181.9,23.7,13187,0,631,-4,33.70873745,-8.0502752
Precon1,1-Hold,182,23.7,13187,0,628,-5,33.67323541,-8.036042341
Precon1,1-Hold,182.1,23.7,13187,0,633,-5,33.66302491,-8.049382806
Precon1,1-Hold,182.2,23.7,13187,0,631,-7,33.69811127,-8.073079758
Precon1,1-Hold,182.3,23.7,13187,0,629,-5,33.5830403,-8.013140961
Precon1,1-Hold,182.4,23.7,13187,0,632,-7,33.64723302,-8.075089364
Precon1,1-Hold,182.5,23.7,13187,0,630,-3,33.63083195,-8.128618743
Precon1,1-Hold,182.6,23.7,13187,0,629,-6,33.67674886,-8.074090572
Precon1,1-Hold,182.7,23.7,13187,0,629,-6,33.63543851,-8.050845975
Precon1,1-Hold,182.8,23.7,13187,0,630,-5,33.64672328,-8.049012113
Precon1,1-Hold,182.9,23.7,13187,0,629,-6,33.63153291,-8.022422462
Precon1,1-Hold,183,23.7,13187,0,629,-6,33.72653157,-8.035862401
Precon1,1-Hold,183.1,23.7,13187,0,631,-8,33.63329049,-8.046549611
Precon1,1-Hold,183.2,23.7,13187,0,628,-4,33.65943005,-8.040932362
Precon1,1-Hold,183.3,23.7,13187,0,630,-8,33.66655669,-8.086930961
Precon1,1-Hold,183.4,23.7,13187,0,629,-3,33.69136684,-8.05698274
Precon1,1-Hold,183.5,23.7,13187,0,629,-6,33.65128721,-8.043350488
Precon1,1-Hold,183.6,23.7,13187,0,632,-7,33.63310643,-8.018800756
Precon1,1-Hold,183.7,23.7,13187,0,628,-5,33.6896192,-8.094482988
Precon1,1-Hold,183.8,23.7,13187,0,631,-5,33.7009103,-7.981174736
Precon1,1-Hold,183.9,23.7,13187,0,628,-8,33.67417133,-8.058752892
Precon1,1-Hold,184,23.7,13187,0,627,-4,33.68235729,-8.039001567
Precon1,1-Hold,184.1,23.7,13187,0,632,-8,33.63394108,-8.136947067
Precon1,1-Hold,184.2,23.7,13187,0,631,-6,33.68460753,-8.070135887
Precon1,1-Hold,184.3,23.7,13187,0,629,-6,33.55408207,-8.143288736
Precon1,1-Hold,184.4,23.7,13187,0,628,-5,33.77804659,-8.029696685
Precon1,1-Hold,184.5,23.7,13187,0,627,-3,33.65406106,-8.055377629
Precon1,1-Hold,184.6,23.7,13187,0,629,-5,33.65641268,-8.033917376
Precon1,1-Hold,184.7,23.7,13187,0,628,-5,33.62151583,-8.100930207
Precon1,1-Hold,184.8,23.7,13187,0,627,-6,33.67477972,-8.058583931
Precon1,1-Hold,184.9,23.7,13187,0,629,-4,33.71313134,-8.057079158
Precon1,1-Hold,185,23.7,13187,0,630,-4,33.64359489,-8.085431989
Precon1,1-Hold,185.1,23.7,13187,0,630,-6,33.66146994,-8.060731448
Precon1,1-Hold,185.2,23.7,13187,0,631,-5,33.71200905,-8.048126676
Precon1,1-Hold,185.3,23.7,13187,0,627,-5,33.66394331,-8.081747483
Precon1,1-Hold,185.4,23.7,13187,0,631,-7,33.65572775,-8.041308215
Precon1,1-Hold,185.5,23.7,13187,0,629,-6,33.69796636,-8.042334267
Precon1,1-Hold,185.6,23.7,13187,0,627,-6,33.67720716,-8.101046526
Precon1,1-Hold,185.7,23.7,13187,0,629,-7,33.65964694,-7.98979805
Precon1,1-Hold,185.8,23.7,13187,0,629,-4,33.6542313,-8.077381383
Precon1,1-Hold,185.9,23.7,13187,0,631,-5,33.63569507,-8.087870254
Precon1,1-Hold,186,23.7,13187,0,629,-4,33.67914915,-8.059585247
Precon1,1-Hold,186.1,23.7,13187,0,630,-5,33.69298381,-8.046259528
Precon1,1-Hold,186.2,23.7,13187,0,629,-7,33.70020074,-8.05991377
Precon1,1-Hold,186.3,23.7,13187,0,630,-3,33.65145369,-8.044784509
Precon1,1-Hold,186.4,23.7,13187,0,630,-7,33.65588196,-8.097494988
Precon1,1-Hold,186.5,23.7,13187,0,629,-5,33.6385631,-8.101035505
Precon1,1-Hold,186.6,23.7,13187,0,628,-5,33.69798303,-8.101582024
Precon1,1-Hold,186.7,23.7,13187,0,628,-5,33.6116063,-8.049079444
Precon1,1-Hold,186.8,23.7,13187,0,629,-6,33.65393064,-8.012616139
Precon1,1-Hold,186.9,23.7,13187,0,627,-4,33.63128914,-8.042673748
Precon1,1-Hold,187,23.7,13187,0,628,-6,33.63682958,-8.024197965
Precon1,1-Hold,187.1,23.7,13187,0,629,-6,33.64524819,-8.09017579
Precon1,1-Hold,187.2,23.7,13187,0,629,-8,33.72938508,-8.062608114
Precon1,1-Hold,187.3,23.7,13187,0,629,-5,33.67375993,-8.053081386
Precon1,1-Hold,187.4,23.7,13187,0,628,-4,33.57041364,-8.024307658
Precon1,1-Hold,187.5,23.7,13187,0,626,-5,33.61884894,-8.040611484
Precon1,1-Hold,187.6,23.7,13187,0,629,-5,33.73603043,-8.066718162
Precon1,1-Hold,187.7,23.7,13187,0,626,-4,33.60883517,-8.034801121
Precon1,1-Hold,187.8,23.7,13187,0,629,-7,33.67753633,-8.070400334
Precon1,1-Hold,187.9,23.7,13187,0,630,-6,33.64659929,-8.011245712
Precon1,1-Hold,188,23.7,13187,0,628,-4,33.66459344,-8.057528081
Precon1,1-Hold,188.1,23.7,13187,0,627,-5,33.73086555,-8.031344996
Precon1,1-Hold,188.2,23.7,13187,0,627,-8,33.59522799,-8.067967639
Precon1,1-Hold,188.3,23.7,13187,0,628,-3,33.69682833,-8.096963434
Precon1,1-Hold,188.4,23.7,13187,0,627,-6,33.62568953,-8.103988511
Precon1,1-Hold,188.5,23.7,13187,0,629,-5,33.68418654,-8.055165607
Precon1,1-Hold,188.6,23.7,13187,0,625,-5,33.63280545,-7.988376705
Precon1,1-Hold,188.7,23.7,13187,0,629,-5,33.68422416,-8.097714501
Precon1,1-Hold,188.8,23.7,13187,0,628,-7,33.63514687,-8.112771864
Precon1,1-Hold,188.9,23.7,13187,0,627,-3,33.616999,-8.058090423
Precon1,1-Hold,189,23.7,13187,0,628,-5,33.7076579,-8.037323889
Precon1,1-Hold,189.1,23.7,13187,0,629,-6,33.66547835,-8.068966175
Precon1,1-Hold,189.2,23.7,13187,0,627,-6,33.6789138,-8.078711051
Precon1,1-Hold,189.3,23.7,13187,0,627,-5,33.65761482,-7.981979411
Precon1,1-Hold,189.4,23.7,13187,0,628,-7,33.6191036,-8.047350674
Precon1,1-Hold,189.5,23.7,13187,0,628,-6,33.66135212,-8.114745604
Precon1,1-Hold,189.6,23.7,13187,0,630,-6,33.58653714,-8.033160986
Precon1,1-Hold,189.7,23.7,13187,0,627,-6,33.73386253,-8.061279144
Precon1,1-Hold,189.8,23.7,13187,0,629,-7,33.66024456,-8.042672315
Precon1,1-Hold,189.9,23.7,13187,0,628,-3,33.70712752,-8.083529161
Precon1,1-Hold,190,23.7,13187,0,628,-6,33.69636302,-8.020202581
Precon1,1-Hold,190.1,23.7,13187,0,627,-5,33.64731088,-8.03113589
Precon1,1-Hold,190.2,23.7,13187,0,626,-4,33.65599009,-8.048668793
Precon1,1-Hold,190.3,23.7,13187,0,628,-3,33.71730021,-8.071108118
Precon1,1-Hold,190.4,23.7,13187,0,628,-8,33.60842509,-8.079304495
Precon1,1-Hold,190.5,23.7,13187,0,626,-5,33.73841635,-8.059686001
Precon1,1-Hold,190.6,23.7,13187,0,626,-5,33.64518389,-8.030777984
Precon1,1-Hold,190.7,23.7,13187,0,627,-6,33.68084508,-8.071146129
Precon1,1-Hold,190.8,23.7,13187,0,625,-3,33.59235379,-8.02705112
Precon1,1-Hold,190.9,23.7,13187,0,628,-9,33.67244897,-8.082174101
Precon1,1-Hold,191,23.7,13187,0,626,-3,33.65005488,-8.092433138
Precon1,1-Hold,191.1,23.7,13187,0,625,-4,33.60183669,-8.061280452
Precon1,1-Hold,191.2,23.7,13187,0,629,-8,33.62451006,-8.068058289
Precon1,1-Hold,191.3,23.7,13187,0,627,-2,33.65372286,-8.023243594
Precon1,1-Hold,191.4,23.7,13187,0,626,-6,33.65786975,-8.065769778
Precon1,1-Hold,191.5,23.7,13187,0,628,-6,33.65964935,-8.093596104
Precon1,1-Hold,191.6,23.7,13187,0,626,-6,33.65575005,-8.047956398
Precon1,1-Hold,191.7,23.7,13187,0,628,-6,33.68310275,-8.10329324
Precon1,1-Hold,191.8,23.7,13187,0,627,-6,33.60389241,-8.003351502
Precon1,1-Hold,191.9,23.7,13187,0,626,-5,33.69480816,-8.019857666
Precon1,1-Hold,192,23.7,13187,0,627,-5,33.64677088,-8.051242485
Precon1,1-Hold,192.1,23.7,13187,0,625,-6,33.62597045,-8.033916507
Precon1,1-Hold,192.2,23.7,13187,0,626,-6,33.68247419,-8.022544727
Precon1,1-Hold,192.3,23.7,13187,0,629,-6,33.65162977,-8.058324638
Precon1,1-Hold,192.4,23.7,13187,0,626,-5,33.67771328,-8.037569692
Precon1,1-Hold,192.5,23.7,13187,0,628,-3,33.63322579,-8.07496261
Precon1,1-Hold,192.6,23.7,13187,0,626,-6,33.65215598,-8.018644282
Precon1,1-Hold,192.7,23.7,13187,0,628,-6,33.61943249,-8.090999494
Precon1,1-Hold,192.8,23.7,13187,0,626,-4,33.64678121,-7.980202383
Precon1,1-Hold,192.9,23.7,13187,0,627,-6,33.62463475,-8.097599103
Precon1,1-Hold,193,23.7,13187,0,628,-7,33.64268597,-8.058305973
Precon1,1-Hold,193.1,23.7,13187,0,628,-7,33.67421326,-8.020874775
Precon1,1-Hold,193.2,23.7,13187,0,626,-5,33.62593243,-8.09862973
Precon1,1-Hold,193.3,23.7,13187,0,626,-5,33.65571624,-8.072398935
Precon1,1-Hold,193.4,23.7,13187,0,627,-4,33.68793914,-8.072331665
Precon1,1-Hold,193.5,23.7,13187,0,626,-8,33.56683586,-8.069938086
Precon1,1-Hold,193.6,23.7,13187,0,626,-7,33.64148393,-8.06993311
Precon1,1-Hold,193.7,23.7,13187,0,627,-5,33.63227926,-8.107287282
Precon1,1-Hold,193.8,23.7,13187,0,623,-5,33.68996646,-8.078833324
Precon1,1-Hold,193.9,23.7,13187,0,629,-7,33.65022407,-8.071586354
Precon1,1-Hold,194,23.7,13187,0,626,-6,33.63426846,-8.090711993
Precon1,1-Hold,194.1,23.7,13187,0,627,-3,33.67266343,-8.066436811
Precon1,1-Hold,194.2,23.7,13187,0,628,-8,33.64810881,-8.028717095
Precon1,1-Hold,194.3,23.7,13187,0,627,-5,33.74537003,-7.971372904
Precon1,1-Hold,194.4,23.7,13187,0,628,-9,33.64074362,-8.031721599
Precon1,1-Hold,194.5,23.7,13187,0,627,-6,33.66414063,-8.064237381
Precon1,1-Hold,194.6,23.7,13187,0,624,-8,33.63129113,-8.088043565
Precon1,1-Hold,194.7,23.7,13187,0,626,-5,33.63491121,-8.109819072
Precon1,1-Hold,194.8,23.7,13187,0,626,-6,33.57638759,-8.02807081
Precon1,1-Hold,194.9,23.7,13187,0,627,-7,33.59819168,-8.113739026
Precon1,1-Hold,195,23.7,13187,0,627,-6,33.68840195,-8.059315167
Precon1,1-Hold,195.1,23.7,13187,0,627,-6,33.61152675,-8.092898503
Precon1,1-Hold,195.2,23.7,13187,0,626,-5,33.66422,-8.08274457
Precon1,1-Hold,195.3,23.7,13187,0,628,-6,33.64456415,-8.090328405
Precon1,1-Hold,195.4,23.7,13187,0,627,-7,33.63780443,-8.092630758
Precon1,1-Hold,195.5,23.7,13187,0,626,-6,33.66726335,-8.053926492
Precon1,1-Hold,195.6,23.7,13187,0,626,-7,33.64916626,-8.051403171
Precon1,1-Hold,195.7,23.7,13187,0,625,-5,33.68264656,-8.024050187
Precon1,1-Hold,195.8,23.7,13187,0,628,-7,33.63804944,-8.080527867
Precon1,1-Hold,195.9,23.7,13187,0,626,-3,33.66518441,-8.065782137
Precon1,1-Hold,196,23.7,13187,0,626,-7,33.71860634,-8.065288568
Precon1,1-Hold,196.1,23.7,13187,0,626,-4,33.63233765,-8.084651709
Precon1,1-Hold,196.2,23.7,13187,0,625,-7,33.65603761,-8.022081071
Precon1,1-Hold,196.3,23.7,13187,0,624,-3,33.66996,-8.076690322
Precon1,1-Hold,196.4,23.7,13187,0,628,-6,33.68521765,-8.075066749
Precon1,1-Hold,196.5,23.7,13187,0,627,-6,33.69466602,-7.999646875
Precon1,1-Hold,196.6,23.7,13187,0,625,-3,33.75499904,-8.000962346
Precon1,1-Hold,196.7,23.7,13187,0,627,-5,33.72631334,-8.097188937
Precon1,1-Hold,196.8,23.7,13187,0,626,-5,33.66410314,-8.075658785
Precon1,1-Hold,196.9,23.7,13187,0,626,-7,33.64910325,-8.077322043
Precon1,1-Hold,197,23.7,13187,0,625,-2,33.60725093,-8.07692504
Precon1,1-Hold,197.1,23.7,13187,0,625,-7,33.61098748,-8.118254857
Precon1,1-Hold,197.2,23.7,13187,0,626,-7,33.66207465,-8.071104673
Precon1,1-Hold,197.3,23.7,13187,0,624,-6,33.71838414,-8.095205462
Precon1,1-Hold,197.4,23.7,13187,0,627,-5,33.65638878,-7.98908411
Precon1,1-Hold,197.5,23.7,13187,0,627,-5,33.72798998,-8.127750081
Precon1,1-Hold,197.6,23.7,13187,0,626,-4,33.64840471,-8.064320894
Precon1,1-Hold,197.7,23.7,13187,0,627,-6,33.6571145,-8.033043755
Precon1,1-Hold,197.8,23.7,13187,0,625,-7,33.58836631,-8.012682373
Precon1,1-Hold,197.9,23.7,13187,0,622,-3,33.66272852,-8.053399573
Precon1,1-Hold,198,23.7,13187,0,627,-8,33.65751052,-8.045714089
Precon1,1-Hold,198.1,23.7,13187,0,627,-5,33.57507024,-8.080424155
Precon1,1-Hold,198.2,23.7,13187,0,625,-7,33.68856913,-8.101861835
Precon1,1-Hold,198.3,23.7,13187,0,625,-6,33.66714931,-8.0378894
Precon1,1-Hold,198.4,23.7,13187,0,624,-6,33.67341544,-8.078036053
Precon1,1-Hold,198.5,23.7,13187,0,627,-6,33.71688486,-8.051696659
Precon1,1-Hold,198.6,23.7,13187,0,626,-9,33.65773547,-8.008921302
Precon1,1-Hold,198.7,23.7,13187,0,624,-2,33.63264292,-8.039891408
Precon1,1-Hold,198.8,23.7,13187,0,626,-5,33.71648835,-8.079484826
Precon1,1-Hold,198.9,23.7,13187,0,627,-8,33.64243823,-8.076239923
Precon1,1-Hold,199,23.7,13187,0,625,-3,33.74188748,-8.073710834
Precon1,1-Hold,199.1,23.7,13187,0,625,-6,33.67563256,-8.087982099
Precon1,1-Hold,199.2,23.7,13187,0,626,-3,33.7048812,-8.058826923
Precon1,1-Hold,199.3,23.7,13187,0,626,-7,33.689737,-8.017461419
Precon1,1-Hold,199.4,23.7,13187,0,627,-5,33.56496037,-8.070001468
Precon1,1-Hold,199.5,23.7,13187,0,625,-6,33.65029409,-8.036592958
Precon1,1-Hold,199.6,23.7,13187,0,623,-5,33.65309915,-8.079735237
Precon1,1-Hold,199.7,23.7,13187,0,627,-6,33.65139958,-8.023621449
Precon1,1-Hold,199.8,23.7,13187,0,624,-7,33.61283242,-8.065965631
Precon1,1-Hold,199.9,23.7,13187,0,624,-3,33.68498715,-8.073695069
Precon1,1-Hold,200,23.7,13187,0,624,-5,33.63977446,-8.064118474
Precon1,1-Hold,200.1,23.7,13187,0,627,-5,33.68723418,-8.067142677
Precon1,1-Hold,200.2,23.7,13187,0,625,-7,33.66457591,-8.112497098
Precon1,1-Hold,200.3,23.7,13187,0,625,-3,33.67424123,-8.074218222
Precon1,1-Hold,200.4,23.7,13187,0,624,-6,33.63127999,-8.071147634
Precon1,1-Hold,200.5,23.7,13187,0,627,-5,33.66974014,-8.084458383
Precon1,1-Hold,200.6,23.7,13187,0,625,-5,33.69406565,-8.062733601
Precon1,1-Hold,200.7,23.7,13187,0,624,-6,33.60800263,-8.09481918
Precon1,1-Hold,200.8,23.7,13187,0,626,-9,33.63712233,-8.069845078
Precon1,1-Hold,200.9,23.7,13187,0,624,-5,33.71308306,-8.072366617
Precon1,1-Hold,201,23.7,13187,0,627,-6,33.69762171,-7.993180275
Precon1,1-Hold,201.1,23.7,13187,0,625,-6,33.68203974,-8.042226191
Precon1,1-Hold,201.2,23.7,13187,0,624,-6,33.62436743,-8.096114458
Precon1,1-Hold,201.3,23.7,13187,0,626,-9,33.59063493,-8.096055983
Precon1,1-Hold,201.4,23.7,13187,0,623,-6,33.68918244,-8.107976862
Precon1,1-Hold,201.5,23.7,13187,0,621,-3,33.60848914,-8.101540291
Precon1,1-Hold,201.6,23.7,13187,0,624,-5,33.61845904,-8.028868456
Precon1,1-Hold,201.7,23.7,13187,0,626,-8,33.62354536,-8.080229135
Precon1,1-Hold,201.8,23.7,13187,0,624,-5,33.66224169,-8.019666193
Precon1,1-Hold,201.9,23.7,13187,0,625,-4,33.68085668,-8.110385898
Precon1,1-Hold,202,23.7,13187,0,626,-4,33.60946739,-8.029905392
Precon1,1-Hold,202.1,23.7,13187,0,625,-4,33.71295092,-8.070982623
Precon1,1-Hold,202.2,23.7,13187,0,625,-8,33.65488523,-8.047661145
Precon1,1-Hold,202.3,23.7,13187,0,624,-5,33.72753148,-8.068159484
Precon1,1-Hold,202.4,23.7,13187,0,624,-4,33.70640865,-8.05186599
Precon1,1-Hold,202.5,23.7,13187,0,625,-7,33.60499353,-8.035050385
Precon1,1-Hold,202.6,23.7,13187,0,627,-8,33.65343855,-8.073413775
Precon1,1-Hold,202.7,23.7,13187,0,624,-4,33.65565504,-8.012662731
Precon1,1-Hold,202.8,23.7,13187,0,623,-3,33.59612117,-8.029513024
Precon1,1-Hold,202.9,23.7,13187,0,625,-5,33.64409248,-8.051651744
Precon1,1-Hold,203,23.7,13187,0,624,-5,33.64596288,-8.053533882
Precon1,1-Hold,203.1,23.7,13187,0,622,-3,33.67435784,-7.996424952
Precon1,1-Hold,203.2,23.7,13187,0,624,-5,33.63207453,-8.017510331
Precon1,1-Hold,203.3,23.7,13187,0,625,-6,33.70975272,-8.085892597
Precon1,1-Hold,203.4,23.7,13187,0,624,-6,33.59730219,-8.071013362
Precon1,1-Hold,203.5,23.7,13187,0,625,-6,33.64052557,-8.102132295
Precon1,1-Hold,203.6,23.7,13187,0,624,-6,33.6126625,-7.991696078
Precon1,1-Hold,203.7,23.7,13187,0,623,-4,33.67645233,-8.007963109
Precon1,1-Hold,203.8,23.7,13187,0,623,-7,33.66014603,-8.048538355
Precon1,1-Hold,203.9,23.7,13187,0,626,-5,33.63510924,-7.978831572
Precon1,1-Hold,204,23.7,13187,0,623,-6,33.70697268,-8.102579022
Precon1,1-Hold,204.1,23.7,13187,0,626,-4,33.70953144,-8.056357416
Precon1,1-Hold,204.2,23.7,13187,0,627,-7,33.67816413,-8.121147917
Precon1,1-Hold,204.3,23.7,13187,0,623,-5,33.59718137,-8.014165501
Precon1,1-Hold,204.4,23.7,13187,0,625,-6,33.69530441,-8.109774242
Precon1,1-Hold,204.5,23.7,13187,0,623,-7,33.64012894,-8.084462278
Precon1,1-Hold,204.6,23.7,13187,0,624,-2,33.59596622,-8.069399007
Precon1,1-Hold,204.7,23.7,13187,0,622,-7,33.63814,-8.116496992
Precon1,1-Hold,204.8,23.7,13187,0,623,-4,33.69821548,-8.096107291
Precon1,1-Hold,204.9,23.7,13187,0,623,-6,33.69059929,-8.002392124
Precon1,1-Hold,205,23.7,13187,0,622,-5,33.67010352,-8.097955302
Precon1,1-Hold,205.1,23.7,13187,0,622,-6,33.66459989,-8.065259797
Precon1,1-Hold,205.2,23.7,13187,0,624,-7,33.67623984,-8.043353295
Precon1,1-Hold,205.3,23.7,13187,0,623,-8,33.63892214,-8.043339685
Precon1,1-Hold,205.4,23.7,13187,0,625,-4,33.6138414,-8.040837895
Precon1,1-Hold,205.5,23.7,13187,0,622,-3,33.71381878,-8.06022602
Precon1,1-Hold,205.6,23.7,13187,0,623,-7,33.62085799,-8.065819583
Precon1,1-Hold,205.7,23.7,13187,0,623,-5,33.62315504,-8.075210907
Precon1,1-Hold,205.8,23.7,13187,0,624,-5,33.68234919,-8.033928216
Precon1,1-Hold,205.9,23.7,13187,0,626,-5,33.67317953,-8.032522369
Precon1,1-Hold,206,23.7,13187,0,624,-5,33.66285281,-8.023657314
Precon1,1-Hold,206.1,23.7,13187,0,623,-6,33.63234149,-8.066228255
Precon1,1-Hold,206.2,23.7,13187,0,625,-5,33.64320384,-8.052661315
Precon1,1-Hold,206.3,23.7,13187,0,623,-7,33.68673224,-8.024013578
Precon1,1-Hold,206.4,23.7,13187,0,623,-6,33.7025926,-8.088108402
Precon1,1-Hold,206.5,23.7,13187,0,625,-8,33.61574721,-7.96312194
Precon1,1-Hold,206.6,23.7,13187,0,624,-7,33.67991812,-8.059902946
Precon1,1-Hold,206.7,23.7,13187,0,624,-7,33.63961291,-8.035209828
Precon1,1-Hold,206.8,23.7,13187,0,622,-3,33.65662529,-8.05623176
Precon1,1-Hold,206.9,23.7,13187,0,622,-4,33.6535055,-8.075334168
Precon1,1-Hold,207,23.7,13187,0,625,-6,33.68024535,-8.040756865
Precon1,1-Hold,207.1,23.7,13187,0,624,-4,33.63324925,-8.056859011
Precon1,1-Hold,207.2,23.7,13187,0,623,-6,33.61177296,-8.013988096
Precon1,1-Hold,207.3,23.7,13187,0,623,-3,33.66410559,-8.04759043
Precon1,1-Hold,207.4,23.7,13187,0,625,-5,33.66364148,-8.068194618
Precon1,1-Hold,207.5,23.7,13187,0,625,-8,33.68424602,-8.033654919
Precon1,1-Hold,207.6,23.7,13187,0,625,-5,33.64137445,-7.965575898
Precon1,1-Hold,207.7,23.7,13187,0,622,-6,33.63366162,-8.038512713
Precon1,1-Hold,207.8,23.7,13187,0,625,-6,33.6764689,-8.033307137
Precon1,1-Hold,207.9,23.7,13187,0,623,-10,33.62305587,-8.040736239
Precon1,1-Hold,208,23.7,13187,0,625,-7,33.63104297,-8.025574202
Precon1,1-Hold,208.1,23.7,13187,0,620,-1,33.60088791,-8.1119219
Precon1,1-Hold,208.2,23.7,13187,0,625,-5,33.7318252,-8.013153568
Precon1,1-Hold,208.3,23.7,13187,0,625,-7,33.66723044,-7.997766431
Precon1,1-Hold,208.4,23.7,13187,0,624,-4,33.66394769,-8.077490888
Precon1,1-Hold,208.5,23.7,13187,0,622,-5,33.67616089,-8.059839338
Precon1,1-Hold,208.6,23.7,13187,0,623,-6,33.6594116,-8.017709921
